Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,total_hours,minimum_hours,maximum_hours,mean_hours,std_min,absences,absences_pct,of_absence,total_absences,Expected_time_vs_real_time,Expected_vacations_time_vs_real_time,cl
47.0,No,Travel_Rarely,Research & Development,4.0,Bachelor,Life Sciences,1,72,Female,2,Healthcare Representative,Married,59060.0,4.0,Y,23.0,8.0,0,21.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,4,4,1560.0,5.4302777777777775,7.1925,6.493611111111112,17.083333333333332,6.0,0.024096385542168683,12.0,18.0,0.7831325301204819,0.8024691358024691,0
43.0,No,Travel_Frequently,Research & Development,14.0,Bachelor,Medical,1,73,Female,5,Research Director,Divorced,38860.0,1.0,Y,17.0,8.0,2,9.0,2.0,9.0,0.0,0.0,3.0,3.0,4.0,3,3,1464.0,5.542777777777778,7.146388888888889,6.299444444444443,17.066666666666666,14.0,0.056224899598393566,12.0,26.0,0.7349397590361446,0.7787234042553192,1
27.0,No,Non-Travel,Research & Development,2.0,Bachelor,Life Sciences,1,74,Male,1,Research Director,Married,168230.0,0.0,Y,17.0,8.0,0,6.0,3.0,5.0,1.0,4.0,3.0,2.0,3.0,3,3,2136.0,8.376388888888886,10.124166666666667,9.316944444444443,17.466666666666665,18.0,0.07228915662650602,12.0,30.0,1.072289156626506,1.155844155844156,1
54.0,No,Travel_Frequently,Research & Development,1.0,Master,Life Sciences,1,75,Male,2,Research Scientist,Single,29330.0,3.0,Y,12.0,8.0,2,20.0,2.0,4.0,0.0,3.0,4.0,3.0,2.0,3,3,1392.0,5.3925,6.885277777777778,6.097777777777778,17.266666666666666,17.0,0.06827309236947791,12.0,29.0,0.6987951807228916,0.75,0
43.0,No,Travel_Rarely,Research & Development,7.0,College,Life Sciences,1,76,Female,2,Manager,Married,65000.0,8.0,Y,23.0,8.0,0,10.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,3,4,1704.0,6.4725,7.853888888888888,7.217222222222222,17.15,11.0,0.04417670682730924,12.0,23.0,0.8554216867469879,0.8949579831932774,2
45.0,No,Travel_Rarely,Sales,3.0,Below,Marketing,1,77,Female,1,Sales Executive,Married,171740.0,9.0,Y,14.0,8.0,1,12.0,6.0,10.0,9.0,8.0,4.0,4.0,3.0,3,3,1704.0,6.292777777777778,7.894166666666668,7.1,18.116666666666667,7.0,0.028112449799196783,12.0,19.0,0.8554216867469879,0.8801652892561983,3
40.0,No,Travel_Rarely,Research & Development,2.0,Master,Other,1,78,Male,4,Research Scientist,Married,50330.0,2.0,Y,14.0,8.0,2,6.0,6.0,4.0,0.0,2.0,2.0,4.0,2.0,3,3,2280.0,9.053888888888887,10.701666666666666,9.913888888888891,17.883333333333333,18.0,0.07228915662650602,12.0,30.0,1.144578313253012,1.2337662337662338,0
29.0,Yes,Travel_Rarely,Research & Development,29.0,Bachelor,Medical,1,79,Female,1,Research Scientist,Married,23070.0,1.0,Y,13.0,8.0,1,7.0,0.0,7.0,0.0,7.0,2.0,1.0,2.0,3,3,2400.0,9.748055555555556,11.379444444444443,10.477777777777778,18.066666666666666,19.0,0.07630522088353414,12.0,31.0,1.2048192771084338,1.3043478260869563,1
29.0,No,Travel_Rarely,Human Resources,8.0,Bachelor,Medical,1,80,Male,3,Sales Representative,Single,25870.0,0.0,Y,22.0,8.0,2,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3,4,1632.0,6.103888888888888,7.652222222222222,6.906666666666666,17.666666666666668,10.0,0.04016064257028112,12.0,22.0,0.8192771084337349,0.8535564853556485,1
30.0,No,Travel_Rarely,Research & Development,10.0,Bachelor,Life Sciences,1,81,Male,2,Research Scientist,Divorced,55070.0,1.0,Y,12.0,8.0,2,10.0,2.0,10.0,1.0,2.0,4.0,3.0,3.0,2,3,1752.0,6.627777777777778,8.456388888888887,7.588888888888889,18.2,17.0,0.06827309236947791,12.0,29.0,0.8795180722891566,0.9439655172413792,1
27.0,No,Travel_Rarely,Research & Development,11.0,College,Medical,1,82,Male,1,Manager,Married,43930.0,1.0,Y,18.0,8.0,1,8.0,2.0,8.0,0.0,7.0,2.0,2.0,3.0,2,3,1464.0,5.189166666666667,6.754166666666666,6.079722222222222,17.65,5.0,0.02008032128514056,12.0,17.0,0.7349397590361446,0.75,1
37.0,No,Travel_Rarely,Sales,1.0,Master,Life Sciences,1,83,Male,2,Healthcare Representative,Divorced,133480.0,7.0,Y,14.0,8.0,0,8.0,4.0,6.0,0.0,4.0,4.0,4.0,2.0,3,3,1416.0,5.223333333333334,6.816944444444443,6.001111111111111,17.216666666666665,13.0,0.052208835341365466,12.0,25.0,0.7108433734939759,0.75,2
38.0,No,Travel_Rarely,Research & Development,28.0,Master,Medical,1,84,Male,1,Laboratory Technician,Divorced,65830.0,0.0,Y,12.0,8.0,0,12.0,1.0,11.0,2.0,9.0,3.0,4.0,3.0,3,3,2160.0,8.228055555555555,9.831666666666667,8.983055555555557,18.2,7.0,0.028112449799196783,12.0,19.0,1.0843373493975903,1.115702479338843,1
31.0,No,Travel_Rarely,Research & Development,6.0,Bachelor,Medical,1,85,Female,3,Manager,Single,81030.0,1.0,Y,15.0,8.0,1,11.0,5.0,11.0,4.0,10.0,3.0,4.0,3.0,3,3,2472.0,9.525555555555558,11.390833333333333,10.426111111111112,18.78333333333333,11.0,0.04417670682730924,12.0,23.0,1.2409638554216869,1.2983193277310925,1
29.0,No,Travel_Rarely,Research & Development,3.0,Master,Life Sciences,1,86,Male,3,Sales Executive,Divorced,39780.0,1.0,Y,11.0,8.0,0,7.0,0.0,7.0,1.0,7.0,4.0,2.0,3.0,3,3,2040.0,7.435555555555554,9.117777777777778,8.3875,16.366666666666667,5.0,0.02008032128514056,12.0,17.0,1.0240963855421688,1.0450819672131149,1
35.0,No,Travel_Rarely,Sales,16.0,College,Technical Degree,1,87,Male,3,Manager,Single,25440.0,0.0,Y,13.0,8.0,1,17.0,3.0,16.0,0.0,13.0,3.0,2.0,3.0,4,3,1824.0,7.2380555555555555,8.65611111111111,7.911944444444443,17.483333333333334,16.0,0.0642570281124498,12.0,28.0,0.9156626506024096,0.9785407725321889,1
23.0,No,Travel_Rarely,Research & Development,20.0,Master,Life Sciences,1,88,Male,1,Manufacturing Director,Divorced,53990.0,1.0,Y,23.0,8.0,0,4.0,2.0,4.0,0.0,2.0,3.0,4.0,2.0,2,4,1680.0,6.214722222222222,8.055277777777778,7.105277777777778,17.483333333333334,12.0,0.04819277108433735,12.0,24.0,0.8433734939759037,0.8860759493670886,1
41.0,No,Travel_Rarely,Research & Development,9.0,College,Life Sciences,1,89,Female,1,Laboratory Technician,Single,54870.0,6.0,Y,19.0,8.0,2,8.0,0.0,5.0,1.0,2.0,4.0,2.0,3.0,3,3,2304.0,8.886111111111111,10.613888888888887,9.688611111111113,17.166666666666668,10.0,0.04016064257028112,12.0,22.0,1.1566265060240963,1.205020920502092,0
47.0,No,Travel_Frequently,Sales,1.0,Bachelor,Medical,1,90,Female,2,Laboratory Technician,Single,68340.0,3.0,Y,16.0,8.0,1,5.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,4,3,1848.0,6.584722222222222,8.595555555555556,7.770277777777778,18.066666666666666,10.0,0.04016064257028112,12.0,22.0,0.927710843373494,0.9665271966527196,2
42.0,No,Travel_Rarely,Research & Development,3.0,Master,Life Sciences,1,91,Male,1,Manager,Single,10910.0,2.0,Y,22.0,8.0,0,16.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,1,4,1488.0,5.525555555555557,7.1083333333333325,6.284166666666668,17.816666666666666,12.0,0.04819277108433735,12.0,24.0,0.7469879518072289,0.7848101265822784,0
29.0,No,Non-Travel,Sales,22.0,Master,Marketing,1,92,Male,2,Human Resources,Married,57360.0,1.0,Y,22.0,8.0,0,4.0,1.0,4.0,0.0,2.0,4.0,3.0,2.0,2,4,1464.0,5.3125,7.287222222222222,6.305833333333332,18.883333333333333,16.0,0.0642570281124498,12.0,28.0,0.7349397590361446,0.7854077253218884,1
42.0,No,Travel_Rarely,Sales,7.0,Master,Medical,1,93,Male,3,Research Scientist,Divorced,22260.0,0.0,Y,12.0,8.0,1,4.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,2,3,1992.0,7.915277777777778,9.709722222222222,8.831388888888887,18.683333333333334,21.0,0.08433734939759037,12.0,33.0,1.0,1.0921052631578947,1
32.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Medical,1,94,Male,2,Research Scientist,Married,57470.0,1.0,Y,13.0,8.0,0,8.0,0.0,8.0,0.0,7.0,3.0,2.0,3.0,3,3,1776.0,7.041944444444446,8.662222222222223,7.722222222222222,18.216666666666665,18.0,0.07228915662650602,12.0,30.0,0.891566265060241,0.9610389610389609,1
48.0,No,Travel_Rarely,Sales,13.0,Master,Medical,1,95,Male,4,Sales Executive,Married,98540.0,3.0,Y,16.0,8.0,1,15.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,2,3,1704.0,6.616666666666666,8.02138888888889,7.317222222222222,16.266666666666666,16.0,0.0642570281124498,12.0,28.0,0.8554216867469879,0.9141630901287554,0
37.0,No,Travel_Rarely,Research & Development,8.0,Doctor,Technical Degree,1,96,Male,2,Manufacturing Director,Divorced,54670.0,4.0,Y,12.0,8.0,0,13.0,2.0,7.0,6.0,7.0,3.0,1.0,3.0,3,3,2664.0,9.825555555555557,11.621111111111109,10.798055555555555,17.733333333333334,2.0,0.008032128514056224,12.0,14.0,1.3373493975903614,1.3481781376518218,3
30.0,No,Non-Travel,Sales,25.0,Master,Other,1,97,Male,1,Healthcare Representative,Married,53800.0,7.0,Y,21.0,8.0,1,4.0,0.0,2.0,2.0,2.0,4.0,3.0,4.0,3,4,2544.0,9.605277777777776,11.192777777777776,10.401111111111113,18.25,4.0,0.01606425702811245,12.0,16.0,1.2771084337349397,1.2979591836734694,0
26.0,No,Travel_Rarely,Sales,28.0,Bachelor,Medical,1,98,Female,5,Laboratory Technician,Married,51510.0,1.0,Y,15.0,8.0,3,8.0,3.0,8.0,7.0,7.0,3.0,3.0,3.0,3,3,1440.0,5.202222222222222,6.900555555555557,5.9941666666666675,18.2,6.0,0.024096385542168683,12.0,18.0,0.7228915662650602,0.7407407407407407,1
42.0,No,Travel_Rarely,Sales,2.0,College,Medical,1,99,Female,1,Laboratory Technician,Single,21330.0,3.0,Y,13.0,8.0,2,14.0,2.0,1.0,0.0,0.0,1.0,4.0,3.0,3,3,1440.0,5.312222222222221,7.074166666666668,6.113055555555556,19.3,10.0,0.04016064257028112,12.0,22.0,0.7228915662650602,0.7531380753138075,0
21.0,Yes,Travel_Frequently,Research & Development,9.0,Bachelor,Medical,1,100,Female,4,Manufacturing Director,Single,178750.0,1.0,Y,12.0,8.0,0,3.0,5.0,3.0,1.0,2.0,1.0,2.0,3.0,2,3,1968.0,7.138055555555557,9.090833333333334,8.133333333333333,17.866666666666667,5.0,0.02008032128514056,12.0,17.0,0.9879518072289156,1.0081967213114753,1
36.0,No,Non-Travel,Human Resources,28.0,Bachelor,Other,1,101,Male,2,Laboratory Technician,Single,24320.0,4.0,Y,22.0,8.0,0,7.0,4.0,1.0,0.0,0.0,4.0,4.0,3.0,1,4,1680.0,6.4925,8.243055555555555,7.306111111111112,19.35,17.0,0.06827309236947791,12.0,29.0,0.8433734939759037,0.9051724137931034,2
36.0,No,Travel_Frequently,Research & Development,6.0,Bachelor,Life Sciences,1,102,Female,2,Research Scientist,Married,47710.0,4.0,Y,13.0,8.0,1,16.0,2.0,13.0,1.0,12.0,1.0,4.0,3.0,3,3,1680.0,6.321111111111112,7.866388888888888,7.105,18.3,11.0,0.04417670682730924,12.0,23.0,0.8433734939759037,0.8823529411764706,2
57.0,No,Travel_Rarely,Research & Development,21.0,Master,Life Sciences,1,103,Male,5,Research Scientist,Married,191610.0,2.0,Y,18.0,8.0,0,15.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,1,3,1464.0,5.475,6.992222222222222,6.3275,17.733333333333334,14.0,0.056224899598393566,12.0,26.0,0.7349397590361446,0.7787234042553192,3
40.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Other,1,104,Male,2,Sales Executive,Married,50870.0,3.0,Y,14.0,8.0,1,10.0,3.0,7.0,1.0,7.0,4.0,3.0,3.0,3,3,1872.0,7.110277777777778,9.031388888888891,8.128333333333334,17.166666666666668,16.0,0.0642570281124498,12.0,28.0,0.9397590361445785,1.0042918454935623,2
21.0,No,Non-Travel,Research & Development,1.0,Doctor,Life Sciences,1,105,Female,2,Manager,Single,28630.0,1.0,Y,14.0,8.0,0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1,3,1824.0,7.185,8.65638888888889,7.986388888888888,16.033333333333335,20.0,0.08032128514056225,12.0,32.0,0.9156626506024096,0.9956331877729258,1
33.0,Yes,Travel_Rarely,Human Resources,28.0,College,Other,1,106,Female,5,Manager,Single,55610.0,1.0,Y,21.0,8.0,1,1.0,3.0,1.0,0.0,0.0,4.0,3.0,3.0,1,4,2424.0,9.725,11.385277777777777,10.508888888888887,18.383333333333333,18.0,0.07228915662650602,12.0,30.0,1.216867469879518,1.3116883116883118,1
37.0,No,Travel_Rarely,Research & Development,5.0,Bachelor,Life Sciences,1,107,Male,4,Research Scientist,Married,21440.0,6.0,Y,19.0,8.0,0,17.0,3.0,5.0,0.0,3.0,3.0,1.0,3.0,4,3,1824.0,7.067222222222222,8.807777777777778,7.9930555555555545,17.5,18.0,0.07228915662650602,12.0,30.0,0.9156626506024096,0.987012987012987,0
46.0,No,Non-Travel,Sales,2.0,Master,Marketing,1,108,Female,2,Laboratory Technician,Married,30650.0,2.0,Y,11.0,8.0,0,7.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,3,3,1368.0,5.331666666666667,6.8025,6.103611111111111,16.55,21.0,0.08433734939759037,12.0,33.0,0.6867469879518072,0.75,2
41.0,Yes,Travel_Frequently,Research & Development,16.0,Below,Medical,1,109,Female,1,Research Scientist,Single,28100.0,1.0,Y,11.0,8.0,0,8.0,3.0,8.0,7.0,7.0,1.0,2.0,3.0,4,3,1752.0,6.865833333333334,8.356944444444443,7.587777777777778,16.85,16.0,0.0642570281124498,12.0,28.0,0.8795180722891566,0.9399141630901288,1
50.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Medical,1,110,Female,3,Laboratory Technician,Single,98880.0,6.0,Y,15.0,8.0,0,20.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,3,3,1584.0,6.071111111111112,7.810277777777778,6.8902777777777775,18.233333333333334,19.0,0.07630522088353414,12.0,31.0,0.7951807228915663,0.8608695652173913,3
40.0,Yes,Travel_Rarely,Research & Development,8.0,Bachelor,Medical,1,111,Female,1,Healthcare Representative,Married,86280.0,2.0,Y,20.0,8.0,0,8.0,2.0,6.0,1.0,0.0,3.0,3.0,3.0,2,4,2160.0,8.595833333333333,10.151666666666667,9.295833333333333,19.15,15.0,0.060240963855421686,12.0,27.0,1.0843373493975903,1.1538461538461535,0
31.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,1,112,Male,4,Human Resources,Single,28670.0,0.0,Y,24.0,8.0,0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,3,4,2640.0,10.0675,11.663333333333336,10.805833333333334,16.95,3.0,0.012048192771084338,12.0,15.0,1.3253012048192772,1.3414634146341464,1
21.0,Yes,Travel_Rarely,Human Resources,10.0,College,Other,1,113,Male,1,Laboratory Technician,Single,53730.0,1.0,Y,12.0,8.0,1,1.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,3,3,1368.0,5.226111111111111,6.934166666666667,5.995,18.7,19.0,0.07630522088353414,12.0,31.0,0.6867469879518072,0.7434782608695653,1
29.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,1,114,Female,2,Research Director,Single,66670.0,9.0,Y,12.0,8.0,1,6.0,6.0,3.0,1.0,2.0,4.0,4.0,3.0,4,3,1896.0,6.876944444444446,8.635555555555555,7.788333333333332,17.7,4.0,0.01606425702811245,12.0,16.0,0.9518072289156626,0.9673469387755104,2
35.0,No,Travel_Rarely,Research & Development,29.0,Bachelor,Life Sciences,1,115,Female,3,Sales Executive,Single,50030.0,9.0,Y,15.0,8.0,0,10.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,3,3,1800.0,7.005277777777778,8.425,7.7175,16.483333333333334,13.0,0.052208835341365466,12.0,25.0,0.9036144578313252,0.9533898305084746,2
27.0,No,Travel_Rarely,Sales,2.0,Bachelor,Life Sciences,1,116,Male,1,Sales Executive,Divorced,23670.0,2.0,Y,12.0,8.0,1,5.0,2.0,5.0,0.0,4.0,4.0,2.0,3.0,3,3,1440.0,5.377222222222222,7.1466666666666665,6.189444444444446,16.983333333333334,15.0,0.060240963855421686,12.0,27.0,0.7228915662650602,0.7692307692307693,2
28.0,No,Travel_Rarely,Research & Development,2.0,College,Medical,1,117,Male,3,Manager,Single,28580.0,1.0,Y,12.0,8.0,0,7.0,2.0,7.0,0.0,7.0,2.0,4.0,3.0,2,3,1632.0,6.145833333333332,8.086666666666666,7.120555555555557,19.466666666666665,17.0,0.06827309236947791,12.0,29.0,0.8192771084337349,0.8793103448275862,1
49.0,No,Travel_Rarely,Sales,2.0,Bachelor,Technical Degree,1,118,Male,2,Manufacturing Director,Single,52040.0,8.0,Y,14.0,8.0,1,26.0,3.0,5.0,0.0,0.0,2.0,3.0,3.0,3,3,1872.0,7.094444444444443,8.481111111111113,7.825,16.566666666666666,9.0,0.03614457831325301,12.0,21.0,0.9397590361445785,0.975,0
51.0,No,Travel_Rarely,Research & Development,1.0,College,Life Sciences,1,119,Male,1,Sales Executive,Married,41050.0,4.0,Y,22.0,8.0,1,18.0,2.0,7.0,0.0,7.0,3.0,4.0,2.0,3,4,1728.0,6.618333333333332,8.306666666666667,7.6191666666666675,18.466666666666665,21.0,0.08433734939759037,12.0,33.0,0.8674698795180723,0.9473684210526316,2
36.0,No,Travel_Rarely,Sales,15.0,College,Life Sciences,1,120,Male,1,Sales Executive,Married,96790.0,4.0,Y,12.0,8.0,0,6.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,3,3,1392.0,5.149444444444446,6.670555555555557,6.002222222222222,16.75,15.0,0.060240963855421686,12.0,27.0,0.6987951807228916,0.7435897435897436,2
34.0,Yes,Non-Travel,Research & Development,7.0,Bachelor,Life Sciences,1,121,Male,1,Sales Representative,Single,56170.0,8.0,Y,25.0,8.0,1,9.0,3.0,5.0,0.0,4.0,1.0,4.0,2.0,3,4,2136.0,8.261944444444444,9.940277777777778,9.113055555555556,17.8,14.0,0.056224899598393566,12.0,26.0,1.072289156626506,1.1361702127659574,0
55.0,No,Travel_Rarely,Sales,26.0,Bachelor,Marketing,1,122,Male,1,Laboratory Technician,Single,104480.0,2.0,Y,13.0,8.0,0,30.0,3.0,5.0,1.0,2.0,3.0,4.0,3.0,3,3,2040.0,7.645277777777778,9.609722222222222,8.68388888888889,19.383333333333333,13.0,0.052208835341365466,12.0,25.0,1.0240963855421688,1.0805084745762712,0
24.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,1,123,Female,5,Manager,Divorced,28970.0,1.0,Y,18.0,8.0,3,5.0,4.0,5.0,0.0,3.0,4.0,3.0,4.0,3,3,2280.0,9.259166666666667,10.722222222222221,9.993055555555557,17.566666666666666,19.0,0.07630522088353414,12.0,31.0,1.144578313253012,1.2391304347826086,1
30.0,No,Travel_Rarely,Research & Development,3.0,Bachelor,Life Sciences,1,124,Female,2,Manager,Married,59680.0,1.0,Y,13.0,8.0,0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,3,3,1584.0,6.014722222222222,7.980833333333332,6.900277777777778,17.083333333333332,18.0,0.07228915662650602,12.0,30.0,0.7951807228915663,0.8571428571428571,1
26.0,Yes,Travel_Frequently,Sales,14.0,Bachelor,Life Sciences,1,125,Male,2,Manager,Single,75100.0,0.0,Y,18.0,8.0,3,7.0,3.0,6.0,0.0,4.0,3.0,4.0,3.0,3,3,1656.0,6.296944444444446,7.8475,6.9991666666666665,18.25,9.0,0.03614457831325301,12.0,21.0,0.8313253012048193,0.8625,1
22.0,No,Travel_Rarely,Research & Development,16.0,Doctor,Other,1,126,Male,1,Research Scientist,Married,29910.0,1.0,Y,19.0,8.0,2,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2,3,1440.0,5.405277777777778,7.0152777777777775,6.286111111111111,18.83333333333333,18.0,0.07228915662650602,12.0,30.0,0.7228915662650602,0.7792207792207793,1
36.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Medical,1,127,Female,5,Healthcare Representative,Married,196360.0,1.0,Y,12.0,8.0,1,10.0,3.0,10.0,9.0,0.0,2.0,3.0,3.0,3,3,1488.0,5.4775,7.078611111111112,6.366111111111112,18.33333333333333,13.0,0.052208835341365466,12.0,25.0,0.7469879518072289,0.7881355932203391,1
30.0,Yes,Travel_Frequently,Sales,3.0,College,Marketing,1,128,Male,3,Research Scientist,Single,11290.0,9.0,Y,19.0,8.0,0,3.0,2.0,1.0,0.0,0.0,3.0,4.0,3.0,2,3,1944.0,7.3469444444444445,9.215,8.19138888888889,17.816666666666666,9.0,0.03614457831325301,12.0,21.0,0.9759036144578314,1.0125,2
37.0,No,Travel_Rarely,Research & Development,10.0,Below,Technical Degree,1,129,Male,1,Sales Executive,Divorced,133410.0,1.0,Y,14.0,8.0,1,18.0,3.0,18.0,12.0,17.0,4.0,1.0,2.0,3,3,1536.0,5.6825,7.659166666666668,6.451944444444443,18.9,9.0,0.03614457831325301,12.0,21.0,0.7710843373493976,0.8,1
40.0,No,Travel_Rarely,Research & Development,6.0,College,Medical,1,130,Male,3,Research Scientist,Divorced,43320.0,7.0,Y,14.0,8.0,2,8.0,3.0,5.0,1.0,3.0,4.0,2.0,3.0,2,3,1536.0,5.691388888888889,7.3902777777777775,6.682777777777778,18.1,19.0,0.07630522088353414,12.0,31.0,0.7710843373493976,0.8347826086956521,2
42.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Medical,1,131,Female,4,Manager,Divorced,110310.0,3.0,Y,12.0,8.0,1,8.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,2,3,1752.0,6.429444444444443,8.261666666666667,7.4825,17.483333333333334,14.0,0.056224899598393566,12.0,26.0,0.8795180722891566,0.9319148936170212,2
37.0,No,Travel_Rarely,Sales,9.0,Below,Marketing,1,132,Male,3,Sales Executive,Single,44400.0,2.0,Y,11.0,8.0,1,18.0,3.0,1.0,0.0,1.0,3.0,2.0,2.0,2,3,2424.0,9.208611111111109,10.677777777777775,9.92,18.766666666666666,4.0,0.01606425702811245,12.0,16.0,1.216867469879518,1.236734693877551,0
43.0,No,Travel_Rarely,Sales,10.0,College,Life Sciences,1,133,Female,1,Sales Executive,Divorced,46170.0,1.0,Y,11.0,8.0,0,25.0,2.0,25.0,3.0,9.0,1.0,2.0,3.0,3,3,1728.0,6.7027777777777775,8.029722222222222,7.4155555555555575,17.616666666666667,14.0,0.056224899598393566,12.0,26.0,0.8674698795180723,0.9191489361702128,1
40.0,No,Travel_Rarely,Sales,6.0,College,Life Sciences,1,134,Female,1,Laboratory Technician,Married,26470.0,6.0,Y,13.0,8.0,0,20.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,2,3,1776.0,6.63,8.22,7.495277777777778,17.716666666666665,11.0,0.04417670682730924,12.0,23.0,0.891566265060241,0.9327731092436976,0
54.0,No,Travel_Rarely,Human Resources,9.0,Bachelor,Life Sciences,1,135,Female,2,Manufacturing Director,Married,63230.0,4.0,Y,23.0,8.0,1,24.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2,4,1344.0,5.366111111111112,6.768055555555557,5.998888888888889,17.25,22.0,0.08835341365461848,12.0,34.0,0.6746987951807228,0.7400881057268722,0
34.0,No,Non-Travel,Research & Development,28.0,Bachelor,Medical,1,136,Male,1,Laboratory Technician,Married,56770.0,9.0,Y,20.0,8.0,1,6.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3,4,1584.0,5.903055555555556,7.620277777777778,6.859444444444446,16.416666666666668,15.0,0.060240963855421686,12.0,27.0,0.7951807228915663,0.8461538461538461,2
31.0,No,Travel_Rarely,Research & Development,10.0,Master,Life Sciences,1,137,Male,3,Sales Executive,Married,21870.0,1.0,Y,15.0,8.0,1,13.0,2.0,13.0,3.0,12.0,2.0,1.0,1.0,2,3,1416.0,5.351111111111111,6.838333333333333,6.131666666666668,18.03333333333333,17.0,0.06827309236947791,12.0,29.0,0.7108433734939759,0.7629310344827587,1
43.0,No,Travel_Frequently,Sales,14.0,Bachelor,Life Sciences,1,138,Female,1,Manufacturing Director,Married,37480.0,7.0,Y,14.0,8.0,2,10.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,2,3,1728.0,6.693055555555556,9.187777777777775,7.674722222222222,16.933333333333334,22.0,0.08835341365461848,12.0,34.0,0.8674698795180723,0.9515418502202644,2
43.0,No,Travel_Rarely,Sales,27.0,Master,Life Sciences,1,139,Male,2,Sales Representative,Divorced,39770.0,4.0,Y,18.0,8.0,1,8.0,3.0,5.0,0.0,2.0,3.0,3.0,3.0,3,3,2112.0,8.153888888888886,9.740277777777775,8.878888888888891,18.28333333333333,11.0,0.04417670682730924,12.0,23.0,1.0602409638554218,1.1092436974789917,0
25.0,No,Travel_Rarely,Human Resources,7.0,College,Other,1,140,Male,1,Manufacturing Director,Single,86330.0,1.0,Y,19.0,8.0,1,5.0,2.0,5.0,1.0,3.0,2.0,4.0,3.0,4,3,2520.0,10.096944444444443,11.7325,10.895833333333336,18.2,17.0,0.06827309236947791,12.0,29.0,1.2650602409638554,1.3577586206896552,1
37.0,No,Non-Travel,Research & Development,1.0,Bachelor,Medical,1,141,Male,3,Laboratory Technician,Married,20080.0,3.0,Y,22.0,8.0,0,15.0,5.0,13.0,10.0,7.0,2.0,3.0,3.0,2,4,2472.0,9.918333333333333,11.548333333333336,10.691944444444443,19.0,16.0,0.0642570281124498,12.0,28.0,1.2409638554216869,1.3261802575107295,3
31.0,No,Travel_Rarely,Research & Development,24.0,Below,Medical,1,142,Male,3,Laboratory Technician,Married,44400.0,1.0,Y,13.0,8.0,1,4.0,2.0,4.0,3.0,2.0,4.0,1.0,3.0,3,3,1632.0,6.263333333333334,7.935833333333332,7.060277777777778,18.1,17.0,0.06827309236947791,12.0,29.0,0.8192771084337349,0.8793103448275862,1
39.0,No,Travel_Frequently,Research & Development,26.0,Master,Technical Degree,1,143,Female,1,Sales Executive,Divorced,30670.0,1.0,Y,20.0,8.0,1,21.0,5.0,21.0,1.0,6.0,2.0,3.0,3.0,1,4,2184.0,8.159444444444443,9.744166666666667,9.009166666666667,17.633333333333333,4.0,0.01606425702811245,12.0,16.0,1.0963855421686748,1.1142857142857143,1
